File Name,Item Sequence,Title,Descriptive title,Thumbnail URL,Related,viewingHint,Parent ARK,Item ARK,Object Type,AltTitle.other,AltTitle.uniform,Undertext Objects,Overtext Manuscript,Place of origin,Date.normalized,Date.creation,Scribe,Author,Associated Name,Contributors,Contents note,Contents,Colophon,Incipit,Explicit,References,Provenance,General note,Format.extent,Format.weight,Form,Format.dimensions,Folio dimensions,Support,Foliation,Collation,Page layout,Hand note,Illustrations note,Inscription,Additions,Binding note,Binding condition,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,Shelfmark,Collection,Other version(s),IIIF Manifest URL,delivery,image count,Viscodex
,,"Sinai, St. Catherine’s Monastery, Arabic 685",,,,paged,ark:/21198/z1bk2gmg,ark:/21198/z15d9w6f,Work,,Pentekostarion,,,,1601/1700,17th c. CE,,,,,,,,,,Kamil,,,158 ff.,1819.2 g,Codex,313 x 245 x 52 mm,,Paper,,,,,,,,,,,Rubrication|~|Marginalia,,text,Liturgical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 685,Old Collection,https://www.loc.gov/item/00279390805-ms/,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15d9w6f/manifest,delivery 3,326,
,,"Sinai, St. Catherine’s Monastery, Arabic 686",,,,paged,ark:/21198/z1bk2gmg,ark:/21198/z11n94hj,Work,"Anthologion, second part only",Anthologion,,,,1501/1600,16th c. CE,,,,,,,,,,Kamil,,,148 ff.,975.2 g,Codex,305 x 227 x 44 mm,,Paper,,,,,"Minor tailpieces on ff. 16r, 69r",,,,,,"Rubrication|~|Colophon|~|Marginalia|~|Headpiece(s)|~|Decoration, Geometric",,text,Liturgical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 686,Old Collection,https://www.loc.gov/item/00279390799-ms/,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11n94hj/manifest,delivery 3,302,
,,"Sinai, St. Catherine’s Monastery, Arabic 687",Account book,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km118r%2F1n22xs59/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1km118r,Work,,,,,,1601/1700,17th c. CE,,,,,"Codex consists of a record of arrival of couriers, receipt of goods and chattels, payments, some current affairs and a considerable number of treaties with the Arab tribes of Mt. Sinai",,,,,Kamil,,,110 ff.,344.5 g,Codex,205 x 144 x 34.0 mm,,Paper,,,,,,,,,,,,"f.39-41, 42-43, 44-45, 48-49 glued together, Unglued for imaging",text,Account books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 687,Old Collection,https://www.loc.gov/item/00279390787-ms/,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1km118r/manifest,delivery 6.3,225,
,,"Sinai, St. Catherine’s Monastery, Arabic 688",Account book,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv08hk%2Fhb96fp8k/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1fv08hk,Work,,,,,,1574/1682,16th c. CE,,,,,"Codex consists of a record of arrival of couriers, receipt of goods and chattels, payments, some current affairs and a considerable number of treaties with the Arab tribes of Mt. Sinai",,,,,Kamil,,,134 ff.,1120.1 g,Codex,270 x 185 x 70.0 mm,,Paper,,,,,,,,,,,,,text,Account books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 688,Old Collection,https://www.loc.gov/item/0027939155A-ms/,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fv08hk/manifest,delivery 6.3,277,
,,"Sinai, St. Catherine’s Monastery, Arabic 689",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29hr5%2F6n84ht0m/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1b29hr5,Work,Prophetologion for Lent,Prophetologion,,,,1701/1800,18th c. CE,,,,,,,,,,Kamil,,,114 ff.,1020.3 g,Codex,324 x 237 x 35.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts|~|Lectionaries|~|Biblical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 689,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891697/NLI,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b29hr5/manifest,delivery 6.3,236,
,,"Sinai, St. Catherine’s Monastery, Arabic 69",,,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1df7vgc,Work,"Four Gospels, divided according to the readings of the Greek Calendar",Bible. Gospels,,,,1065,1065 CE,,,,,,,,,,Kamil,,,159 ff.,929.4 g,Codex,196 x 149 x 76 mm,,Parchment,Front and back flyleaves (in Greek) foliated,,,,"Headpieces on ff. 5r, 75r | Minor headpieces (geometric, vegetative) on ff. 47v, 75r, 119r | Decorated Greek initials on the fly-leaves, ff. 1v, 3v, 4r, 157r, 157v, 159v",,,,,,"Rubrication|~|Dated|~|Marginalia|~|Initial(s), Decorated",,text,Biblical texts|~|Gospel books,ara|~|grc,right-to-left,Arabic|~|Greek,Greek minuscule,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 69,Old Collection,https://www.loc.gov/item/00279386012-ms/,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1df7vgc/manifest,delivery 2,328,
,,"Sinai, St. Catherine’s Monastery, Arabic 690",Record book of treaties with the Arab tribes of Mt. Sinai,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d7gf5%2Ffs555d6h/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z16d7gf5,Work,,,,,,1677/1700,17th c. CE,,,,,Summary record of treaties with the Arab tribes of Mt. Sinai in the form of a Calendar of Treaty Index. It does not contain texts or treaties,,,,,Kamil,,,39 ff.,229.5 g,Codex,290 x 104 x 17.0 mm,,Paper,,,,,,,,,,,,,text,Account books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 690,Old Collection,https://www.loc.gov/item/00279391548-ms/,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz16d7gf5/manifest,delivery 6.3,87,
,,"Sinai, St. Catherine’s Monastery, Arabic 691",Receipt book,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n6qp0%2F4b247z02/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z12n6qp0,Work,,,,,,1653/1827,17th c. CE,,,,,Book of receipts taken by trustee of the Wakfs of the Monastery of Mt. Sinai against payment of taxes and dues to the Government authorities in Cairo,,,,,Kamil,,,56 ff.,138.1 g,Codex,212 x 80 x 17.0 mm,,Paper,,,,,,,,,,,,,text,Account books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 691,Old Collection,https://www.loc.gov/item/00279391536-ms/,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz12n6qp0/manifest,delivery 6.3,121,
,,"Sinai, St. Catherine’s Monastery, Arabic 694",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw6763%2F3g31f03j/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1xw6763,Work,,Horologion,,,,1832,1832 CE,,,,,,,,,,Kamil,,,85 ff.,122.5 g,Codex,110 x 82 x 29.0 mm,,Paper,,,,,,,,,,,Dated,,text,Liturgical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 694,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891698/NLI,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xw6763/manifest,delivery 6.3,180,
,,"Sinai, St. Catherine’s Monastery, Arabic 695",Covenant of the Prophet Muhammad in Arabic,,,individuals,ark:/21198/z1bk2gmg,ark:/21198/z11c315s,Work,,,,,,1684,1684 CE,,,,,"Copy of the Covenant of the Prophet Muhammad in Arabic, followed by a Turkish translation",,,,,Kamil,,,25 ff.,91.3 g,Codex,149 x 105 x 9 mm,,Paper,,,,,"Cyan rubrication, f. 11v, 12r | Circular stamp with text in the center, f. 24v",,,,,,Dated|~|Rubrication|~|Marginalia,,text,Charters,ara|~|tur,right-to-left,Arabic|~|Ottoman Turkish,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 695,Old Collection,https://www.loc.gov/item/00279391500-ms/,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11c315s/manifest,delivery 2,78,
,,"Sinai, St. Catherine’s Monastery, Arabic 696",Covenant of the Prophet,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw63d4%2F41801d8z/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1xw63d4,Work,,,,,,1561,1561 CE,,,,,Copy of the Covenant of the Prophet. Same as MS. no 599 [695] in Arabic and Turkish,,Colophon on f. 4,,,Kamil,,,8 ff.,83.0 g,Codex,191 x 142 x 7 mm,,Paper,,,,,,,,"Decorative binding on Front Board Outside, Back Board Outside",,,Colophon|~|Dated|~|Rubrication,,text,Charters,ara|~|tur,right-to-left,Arabic|~|Ottoman Turkish,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 696,Old Collection,https://www.loc.gov/item/00279388963-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xw63d4/manifest,delivery 4.2,790,
,,"Sinai, St. Catherine’s Monastery, Arabic 697",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45gh4%2Fp960t241/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1t45gh4,Work,,,,,,,n.d.,,,,,,,,,,,,,132 ff.,854.2 g,Codex,246 x 201 x 54.0 mm,,Paper,,,,,,,,,,,,,text,,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 697,Old Collection,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t45gh4/manifest,delivery 6.3,268,
,,"Sinai, St. Catherine’s Monastery, Arabic 699",,,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1t45bq5,Work,,Octoechos,,,,,n.d.,,,,,The inside endleaf contains a note about the purchase of wheat and tobacco,,,,,,,,153 ff.,821.6 g,Codex,238 x 184 x 40,,Paper,,,,,,,,,,,,,text,Liturgical texts|~|Hymnals,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 699,Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t45bq5/manifest,delivery 4.2,352,
,,"Sinai, St. Catherine’s Monastery, Arabic 7",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321071%2F3v05x46w/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1321071,Work,,Bible. Chronicles,,,,901/1000,10th c. CE,,,,,Chronicles I-II,,,,,Kamil,,,75 ff.,398.0 g,Codex,275 x 172 x 24 mm,,Paper,,,,,,,,,,,Rubrication|~|Marginalia,No front board. Inside back board has paste-down. ff. 57–75 have loose quires.,text,Biblical texts,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 7,Old Collection,https://www.loc.gov/item/00279385834-ms/,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1321071/manifest,delivery 1,164,
,,"Sinai, St. Catherine’s Monastery, Arabic 70",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f496r2%2F1930ck7r/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1f496r2,Work,"Four Gospels, divided according to the readings of the Greek Calendar",Bible. Gospels,,,,801/900,9th c. CE,,,,,,,,,,Kamil,,,113 ff.,1021.1 g,Codex,243 x 173 x 68 mm,,Parchment,,,,,,,,,,,,,text,Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Kufic,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 70,Old Collection,https://www.loc.gov/item/00279386000-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f496r2/manifest,delivery 4.3,236,
,,"Sinai, St. Catherine’s Monastery, Arabic 702",Varia,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4m19%2F8k63g20g/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1pc4m19,Work,,,,,,1421,1421 CE,,,,,"Story of Job, story of Joseph, Saint Ephraim the Syrian on the Prophet Elias, story of a Saint Moses who lived in Rome, Sibylline Oracles, the Forty Martyrs of Sebastea (with the word “Satan” written upside down), story of Saint James the Persian, Life of Saint Elias before the coming of Islam, homily by Saint Jacob about the Prophet Aaron, the story of Saints Peter and Paul, the story of the Prophet Moses, the life of Saint John the Evangelist",,,,,,,,229 ff.,870.1 g,Codex,206 x 145 x 68 mm,,Paper,,,,,"Vegetative and geometric headpieces on ff. 9v, 59r, 153r | Minor geometric headpieces throughout | Ornate headpiece on f. 120r | Border on f. 97r",,,,,,"Rubrication|~|Headpiece(s)|~|Decoration, Vegetative|~|Marginalia|~|Decoration, Geometric|~|Dated|~|Border(s), Decorative",,text,Historical works|~|Hagiographies,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 702,Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pc4m19/manifest,delivery 4.2,558,
,,"Sinai, St. Catherine’s Monastery, Arabic 703",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4qtv%2Fd2131c98/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1pc4qtv,Work,,,,,,,n.d.,,,,,,,,,,,,,160 ff.,353.1 g,Codex,163 x 115 x 36.0 mm,,Paper,,,,,,,,,,,,,text,,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 703,Old Collection,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pc4qtv/manifest,delivery 6.3,334,
,,"Sinai, St. Catherine’s Monastery, Arabic 704",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm404c%2F6r37kq89/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1jm404c,Work,,,,,,,n.d.,,,,,,,,,,,,,103 ff.,162.7 g,Codex,157 x 107 x 22.0 mm,,Paper,,,,,,,,,,,,,text,,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 704,Old Collection,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jm404c/manifest,delivery 6.3,212,
